-90.0,0.0
-77.883,166.65
-64.238,-56.631
-62.191,-58.987
-54.931,-67.626
-54.843,-68.296
-53.777,-67.749
-53.254,-70.319
-53.003,-70.855
-51.823,-58.447
-51.686,-57.777
-51.609,-69.313
-51.606,-72.217
-50.335,-72.248
-50.016,-68.579
-49.307,-67.802
-47.735,-65.904
-46.582,-71.698
-46.538,-68.966
-46.412,168.313
-45.928,170.198
-45.916,-71.689
-45.785,-67.466
-45.594,-72.106
-45.533,167.65
-45.212,169.373
-45.021,168.739
-44.97,171.082
-44.725,169.243
-44.303,171.225
-44.235,170.118
-44.048,-70.459
-43.907,170.128
-43.81,-176.457
-43.765,170.133
-43.615,-71.807
-43.551,172.553
-43.489,172.532
-43.21,-65.27
-42.933,-72.699
-42.908,-71.139
-42.836,147.51
-42.759,-65.102
-42.714,170.985
-42.491,-73.774
-42.031,-71.17
-41.943,-71.532
-41.906,-73.797
-41.738,171.581
-41.545,147.214
-41.518,173.87
-41.439,-73.094
-41.327,174.805
-41.298,173.221
-41.151,-71.157
-40.973,175.634
-40.905,174.989
-40.869,-63.0
-40.611,-73.06
-40.321,175.617
-40.206,175.388
-40.075,-71.137
-39.962,175.025
-39.65,-73.086
-39.647,176.767
-39.446,175.658
-39.009,174.179
-39.007,177.407
-39.001,-67.62
-38.949,-68.156
-38.939,-69.264
-38.769,-72.636
-38.74,176.084
-38.725,-62.169
-38.663,177.978
-38.489,-58.816
-38.387,-60.329
-38.109,176.317
-38.099,147.149
-38.039,144.469
-37.976,145.102
-37.934,-57.573
-37.932,144.753
-37.921,176.914
-37.866,175.332
-37.728,144.902
-37.673,144.843
-37.672,176.196
-37.446,-61.889
-37.444,-70.222
-37.402,-72.426
-37.237,-59.228
-37.235,-57.029
-37.03,174.973
-37.008,174.792
-36.891,-60.216
-36.788,174.63
-36.773,-73.063
-36.588,-64.275
-36.583,-72.032
-36.542,-56.722
-36.32,-57.722
-36.187,-61.076
-36.068,146.958
-35.846,-61.858
-35.768,174.365
-35.696,-63.758
-35.484,-69.582
-35.348,-57.294
-35.308,149.194
-35.263,173.912
-35.165,147.466
-35.07,173.285
-34.972,-57.894
-34.967,-71.217
-34.945,138.531
-34.914,-54.921
-34.855,-55.094
-34.838,-56.03
-34.793,138.633
-34.789,-56.264
-34.731,-58.599
-34.703,138.621
-34.676,-58.642
-34.61,-58.613
-34.588,-68.403
-34.561,-58.789
-34.559,-58.416
-34.555,20.25
-34.546,-60.931
-34.501,-58.604
-34.456,-57.771
-34.453,-58.589
-34.174,-70.776
-34.135,-63.362
-34.09,23.328
-34.04,150.687
-34.005,22.379
-33.985,25.617
-33.965,18.602
-33.946,151.177
-33.924,150.988
-33.9,18.498
-33.812,19.903
-33.73,-65.387
-33.657,-71.616
-33.607,22.189
-33.601,150.781
-33.562,-70.688
-33.493,-70.698
-33.456,-70.547
-33.393,-70.786
-33.359,-56.499
-33.285,26.498
-33.273,-66.356
-33.086,-64.261
-33.036,27.826
-33.006,-58.613
-32.969,18.16
-32.964,17.969
-32.903,-60.784
-32.897,27.279
-32.866,-68.872
-32.832,-68.793
-32.684,-62.158
-32.507,137.717
-32.365,-58.061
-32.338,-54.217
-32.217,148.575
-32.097,115.881
-32.083,-52.166
-31.941,-65.142
-31.94,115.967
-31.92,26.882
-31.795,-60.48
-31.749,-55.926
-31.718,-52.328
-31.712,-60.812
-31.641,18.545
-31.606,29.52
-31.571,-68.418
-31.548,28.674
-31.5,19.726
-31.44,-57.991
-31.39,-54.112
-31.324,-64.208
-31.297,-57.996
-31.144,136.817
-31.084,150.847
-31.007,-64.532
-30.974,-55.476
-30.857,30.343
-30.789,121.462
-30.637,23.92
-30.562,25.528
-30.401,-56.508
-30.345,-66.294
-30.321,153.116
-30.272,-57.64
-29.994,-51.171
-29.97,30.95
-29.946,-51.144
-29.916,-71.191
-29.782,-57.038
-29.771,31.058
-29.771,-57.979
-29.711,-53.688
-29.689,17.939
-29.689,-57.152
-29.688,17.094
-29.649,30.399
-29.462,27.553
-29.381,-66.796
-29.319,26.823
-29.304,27.503
-29.282,18.814
-29.224,-67.439
-29.223,-58.088
-29.21,-59.691
-29.197,-51.188
-29.181,27.453
-29.122,30.587
-29.106,-59.219
-29.092,26.302
-29.041,167.939
-29.033,26.157
-28.823,27.909
-28.803,24.765
-28.741,32.092
-28.726,-49.425
-28.598,-70.759
-28.596,-65.752
-28.582,29.75
-28.575,16.533
-28.401,21.261
-28.321,31.416
-28.282,-54.169
-28.26,22.993
-28.248,28.336
-28.244,-52.326
-28.235,29.106
-28.183,30.224
-28.164,153.505
-28.079,26.861
-28.038,-67.58
-27.998,26.669
-27.847,26.35
-27.787,30.795
-27.782,-50.281
-27.771,29.977
-27.766,-64.31
-27.672,-48.548
-27.661,27.316
-27.648,22.999
-27.626,32.044
-27.57,153.008
-27.518,-55.124
-27.457,23.411
-27.45,-59.056
-27.445,-58.762
-27.411,151.735
-27.386,-55.971
-27.384,153.118
-27.371,-56.854
-27.367,26.629
-27.296,-70.414
-27.278,27.996
-27.165,-109.422
-27.134,-52.656
-27.079,29.778
-26.982,24.729
-26.889,27.503
-26.881,-58.318
-26.88,-48.651
-26.871,26.718
-26.841,-65.105
-26.776,29.339
-26.756,-60.493
-26.692,27.778
-26.671,27.082
-26.603,153.091
-26.566,27.961
-26.529,31.308
-26.524,29.17
-26.506,28.394
-26.495,29.98
-26.413,146.262
-26.369,27.35
-26.252,29.194
-26.248,28.398
-26.242,28.151
-26.239,28.302
-26.225,-48.797
-26.212,-58.228
-26.176,26.184
-26.139,28.246
-26.093,29.455
-26.081,27.726
-25.986,28.14
-25.979,29.619
-25.961,29.209
-25.944,29.81
-25.938,27.926
-25.921,32.573
-25.847,23.538
-25.832,29.192
-25.83,28.222
-25.809,28.164
-25.798,25.548
-25.753,25.612
-25.738,-54.473
-25.685,29.44
-25.654,28.224
-25.644,27.271
-25.599,26.042
-25.596,-54.487
-25.528,-49.176
-25.501,30.913
-25.473,31.566
-25.441,31.93
-25.407,-54.619
-25.405,-49.232
-25.334,27.173
-25.24,-57.519
-25.184,-50.144
-25.038,46.956
-25.0,-53.501
-24.989,29.283
-24.961,31.589
-24.856,-65.486
-24.805,26.832
-24.721,-60.549
-24.686,28.435
-24.602,24.691
-24.555,25.918
-24.393,-65.098
-24.369,31.049
-24.317,-50.651
-24.23,28.984
-23.937,31.155
-23.926,29.484
-23.925,-46.288
-23.876,35.408
-23.845,29.459
-23.824,30.329
-23.807,133.902
-23.726,27.688
-23.627,-46.655
-23.509,-46.638
-23.444,-70.445
-23.442,-57.427
-23.44,-51.907
-23.432,-46.469
-23.383,43.728
-23.382,150.475
-23.365,-149.524
-23.334,-51.13
-23.284,30.65
-23.229,-45.861
-23.16,29.696
-23.153,-64.329
-23.08,-134.89
-23.079,30.383
-23.008,-47.134
-22.932,-43.719
-22.91,-43.163
-22.875,-43.384
-22.813,-42.093
-22.809,-43.244
-22.805,47.821
-22.791,-45.205
-22.769,-64.315
-22.638,-50.456
-22.62,-63.794
-22.549,-55.703
-22.526,-52.972
-22.499,-68.904
-22.434,-151.361
-22.36,-60.054
-22.356,29.986
-22.345,-49.054
-22.258,166.473
-22.236,114.089
-22.197,-49.926
-22.175,-51.424
-22.162,-65.57
-22.12,48.022
-22.058,27.829
-22.045,-60.622
-22.018,35.313
-22.014,166.213
-21.985,-47.338
-21.843,-46.568
-21.812,-48.133
-21.808,-138.794
-21.791,-43.387
-21.754,43.375
-21.698,-41.302
-21.664,-49.73
-21.59,-45.473
-21.556,-64.701
-21.482,168.037
-21.441,47.112
-21.321,55.425
-21.267,-43.761
-21.266,25.32
-21.241,-175.15
-21.203,-159.806
-21.202,48.358
-21.172,149.18
-21.159,27.474
-21.141,-50.425
-21.134,-47.774
-21.053,164.838
-21.008,31.578
-20.887,55.51
-20.816,-49.406
-20.791,165.259
-20.783,-138.568
-20.777,-51.565
-20.775,167.24
-20.712,116.773
-20.703,-46.335
-20.664,139.489
-20.641,166.573
-20.592,-47.383
-20.546,164.256
-20.535,-70.181
-20.495,148.552
-20.469,-54.672
-20.43,57.683
-20.378,118.626
-20.289,30.088
-20.285,44.318
-20.278,-49.187
-20.256,-40.289
-20.055,30.859
-20.017,28.618
-20.007,-63.527
-19.972,23.431
-19.852,-43.95
-19.796,34.907
-19.777,-174.341
-19.765,-47.965
-19.758,63.362
-19.661,-43.896
-19.634,-43.969
-19.563,45.451
-19.543,-65.724
-19.471,-42.488
-19.437,29.862
-19.253,146.765
-19.151,33.429
-19.08,-169.926
-19.029,29.722
-19.012,-57.673
-19.007,-65.289
-18.998,32.627
-18.977,32.451
-18.975,-57.821
-18.883,-48.226
-18.825,-159.774
-18.797,47.479
-18.63,27.021
-18.585,-173.963
-18.466,-136.439
-18.444,-49.213
-18.348,-70.339
-18.328,-59.766
-18.109,49.392
-18.096,25.839
-18.075,-140.946
-18.053,-70.276
-18.043,178.559
-17.963,-67.076
-17.932,31.093
-17.856,36.869
-17.833,25.162
-17.822,25.822
-17.754,177.443
-17.751,30.924
-17.699,168.32
-17.695,-71.344
-17.652,-39.253
-17.645,-63.135
-17.594,-69.434
-17.49,-149.762
-17.432,32.184
-17.421,-66.177
-17.353,-145.51
-17.179,-70.931
-17.094,49.816
-17.045,15.687
-16.99,-65.141
-16.886,145.755
-16.755,14.965
-16.742,44.481
