hex,z1,z2,t1,t2,p1,p2,theta1,theta2,dpdz,dtdz,dvdz_square
846bb6,9646.92,9898.380000000001,227.79103702882517,225.78848817722593,29069.536827022333,27987.017256957333,324.27717028068764,324.9322984746423,-4.30493744557781,0.0026052978364538245,0.0004147513276546211
846bb6,11269.980000000001,9128.76,0.0,0.0,22770.129741342906,31300.967352770604,0,0,-3.984101405473372,-0.0,0.0
84b473,12115.800000000001,12153.900000000001,0.0,0.0,19854.75403879312,19735.8037831942,0,0,-3.1220539527275344,0.0,0.0
84b473,12123.42,12131.04,213.42056315715374,207.229524470938,19735.8037831942,19759.5366865594,339.38473491785237,329.4264557119923,3.114554247401539,-1.3068607881704788,0.27828570479843595
84b473,12131.04,12146.28,213.42056315715374,210.74883934690587,19712.099385087557,19735.8037831942,339.50134877141835,335.1361177101141,1.5554066999108982,-0.2864324843375538,0.03826988158504413
84b7d8,11262.36,11239.5,213.9588618485734,0.0,22770.129741342906,22824.92621370192,326.6115764453724,0,-2.397046034952509,14.28747053566772,2.9251216809552725
84b7d8,11673.84,11849.1,0.0,0.0,21313.701804611737,20732.625305994003,0,0,-3.315511232555825,0.0,0.0
84b81c,4853.9400000000005,4975.860000000001,0.0,0.0,56317.11068648505,55244.316802480556,0,0,-8.799162434420069,0.0,0.0
84b81c,4975.860000000001,6057.900000000001,0.0,0.0,55244.316802480556,47938.607475451674,0,0,-6.7517922877424885,0.0,0.0
84b81c,6057.900000000001,6393.18,0.0,0.0,47938.607475451674,45877.75447751572,0,0,-6.146662484896067,0.0,0.0
84b81c,6393.18,6659.88,0.0,0.0,45877.75447751572,44215.7170310835,0,0,-6.23186144144066,0.0,0.0
84b81c,6659.88,6835.14,0.0,0.0,44215.7170310835,43196.20870809636,0,0,-5.817119268441953,0.0,0.0
84b81c,6835.14,6918.96,0.0,0.0,43196.20870809636,42693.64172132511,0,0,-5.995788436784196,0.0,0.0
84b81c,6918.96,7078.9800000000005,0.0,0.0,42693.64172132511,41747.34391566234,0,0,-5.913622082631961,0.0,0.0
84b81c,7078.9800000000005,7239.0,0.0,0.0,41747.34391566234,40861.969080862174,0,0,-5.53290110486296,0.0,0.0
84b81c,7239.0,7421.88,0.0,0.0,40861.969080862174,39819.65360555809,0,0,-5.699450324278688,0.0,0.0
84b81c,7421.88,7513.320000000001,0.0,0.0,39819.65360555809,39349.177096408064,0,0,-5.145193669619646,0.0,0.0
84b81c,7513.320000000001,7536.18,0.0,0.0,39349.177096408064,39264.121592183976,0,0,-3.7207132206513442,0.0,0.0
850e9c,11483.34,11574.78,214.77806636836735,214.20075100298476,21858.4616872246,21545.487853334434,331.7141579586383,332.18916571250725,-3.4227234677402056,0.005194747964446222,9.320518135596556e-05
850e9c,11574.78,11689.08,214.20075100298476,213.6365368239331,21545.487853334434,21186.010961780637,332.18916571250725,332.91150019474503,-3.1450296723866957,0.006319636764985027,0.000687864700298882
850e9c,11689.08,11788.140000000001,213.6365368239331,211.36985220111242,21186.010961780637,20857.583534525067,332.91150019474503,330.85363210574434,-3.3154394029433276,-0.020773956077131686,0.0006225027906172215
851120,9944.1,9951.720000000001,0.0,0.0,27474.041732714664,27442.235359420953,0,0,-4.174064736707129,0.0,0.0
851120,9951.720000000001,9959.34,0.0,0.0,27474.041732714664,27442.235359420953,0,0,-4.174064736708124,0.0,0.0
8515c4,10515.6,10629.9,0.0,0.0,25378.083287805875,24963.087554648995,0,0,-3.630758820270192,0.0,0.0
851bdc,5135.88,5433.06,276.1308597311786,260.8990337359335,54298.53272917943,52178.269340591156,328.79674674658264,314.2171647402736,-7.134609962272942,-0.04905976851170689,3.439173692913044e-05
851bdc,5433.06,5570.22,260.8990337359335,262.2803233235932,52178.269340591156,51275.28915439758,314.2171647402736,317.461001338895,-6.583407598378379,0.023650018945913134,0.00037488586036939437
851bdc,5570.22,6286.5,262.2803233235932,254.84349010098686,51275.28915439758,46605.36669482174,317.461001338895,316.99565782470415,-6.519688473189028,-0.000649667049465102,3.385145128165695e-05
851bdc,4229.1,5135.88,0.0,0.0,60960.17986245306,54298.53272917943,0,0,-7.346486615577789,0.0,0.0
851bdc,5135.88,5951.22,0.0,0.0,54298.53272917943,48793.780731832696,0,0,-6.7514803607657345,0.0,0.0
851bdc,5951.22,6294.12,0.0,0.0,48793.780731832696,46556.57036904887,0,0,-6.524381343784849,0.0,0.0
851bfe,11468.1,11559.54,0.0,0.0,21753.635163476523,21727.507176299187,0,0,-0.28573914235932435,0.0,0.0
851bfe,11521.44,11529.060000000001,213.68824038666793,212.01820192395516,21727.507176299187,21753.635163476523,330.59836445704633,327.90196955438654,3.428869708311551,-0.3538575987742135,0.11310065652528575
851bfe,11529.060000000001,11536.68,212.01820192395516,211.75878533843954,21727.507176299187,21753.635163476523,328.0146378871885,327.50076244785635,3.4288697083123694,-0.06743772169714014,0.054784666208187054
851bfe,11468.1,11483.34,0.0,0.0,21753.635163476523,21727.507176299187,0,0,-1.7144348541559802,0.0,0.0
85c5dc,7528.56,7520.9400000000005,243.82941583905955,0.0,39264.121592183976,39306.630714345905,318.5261139047633,0,-5.57862495563388,41.80132728409027,9.196899796110825
85c970,8039.1,8138.160000000001,0.0,0.0,36459.556748419556,35942.34977829666,0,0,-5.2211484971017095,0.0,0.0
85c970,8138.160000000001,8397.24,0.0,0.0,35942.34977829666,34617.68610167081,0,0,-5.112952279704532,0.0,0.0
85c970,8397.24,8435.34,0.0,0.0,34617.68610167081,34426.26290025084,0,0,-5.0242310083982025,0.0,0.0
868094,12070.08,10142.220000000001,0.0,224.80102254988287,19735.8037831942,26843.556459185693,0,327.39203355188687,-3.686861429767462,-0.16982147746822232,0.0003673106476680585
868094,10142.220000000001,10408.92,224.80102254988287,223.11115716238376,26843.556459185693,25708.05538693183,327.39203355188687,328.9704418919128,-4.257596821349341,0.005918291488661181,4.214876466915589e-05
868094,10408.92,10645.140000000001,223.11115716238376,217.06779503346053,25708.05538693183,24786.9230180189,328.9704418919128,323.4155085879879,-3.8994681606676957,-0.02351593135181126,0.00044486256768144447
868094,10645.140000000001,10820.4,217.06779503346053,219.0730296071307,24786.9230180189,24120.925547346873,323.4155085879879,328.9543686639567,-3.800054037841115,0.03160367497414604,5.696445305432798e-05
868094,10820.4,10980.42,219.0730296071307,219.0730296071307,24120.925547346873,23525.567587003465,328.9543686639567,331.3128688371266,-3.720522186872932,0.014738783734344958,0.0002107805224137917
868094,10980.42,11117.58,219.0730296071307,219.0730296071307,23525.567587003465,23073.146795370954,331.3128688371266,333.15705459297214,-3.2984892944919135,0.013445507114651211,0.0002028076490959794
868094,11117.58,7665.72,219.0730296071307,245.4861150512083,23073.146795370954,38589.02264392151,333.15705459297214,322.284174371832,-4.494931963796492,0.0031498612982971855,1.8615076282075705e-05
868094,7665.72,7901.9400000000005,245.4861150512083,245.4861150512083,38589.02264392151,37348.55029446594,322.284174371832,325.30841194774786,-5.251343448715484,0.012802631343306368,0.00018462284863454212
868094,7901.9400000000005,8351.52,245.4861150512083,245.4861150512083,37348.55029446594,35041.852032457544,325.30841194774786,331.29106125560673,-5.130784870342086,0.013307196289556652,1.8703964327212775e-05
868094,8351.52,8732.52,245.4861150512083,233.26636352390736,35041.852032457544,33147.18993846548,331.29106125560673,319.8420625969789,-4.972866388430607,-0.030049865245742335,0.0006610639920845739
868094,8732.52,8862.060000000001,233.26636352390736,245.25923049736124,33147.18993846548,32522.244414223886,319.8420625969789,338.120707865782,-4.824344019156961,0.14110425558748613,0.00032374702535111285
868094,8862.060000000001,9136.380000000001,245.25923049736124,231.82265855787264,32522.244414223886,31195.016450697884,338.120707865782,323.4260136353425,-4.838247169459039,-0.053567710084716794,0.00012565705445684723
868094,9136.380000000001,9486.9,231.82265855787264,229.80242715570745,31195.016450697884,29640.284700443335,323.4260136353425,325.32729888433346,-4.435500828068454,0.00542418477973006,3.4250320004484576e-06
868094,9486.9,9761.220000000001,229.80242715570745,225.44872829967875,29640.284700443335,28442.20761720608,325.32729888433346,322.95050607094356,-4.36744343553969,-0.008664307427055571,6.998138484379447e-05
868094,11399.52,11658.6,0.0,0.0,22043.125057320623,21135.14908151887,0,0,-3.504616241322193,0.0,0.0
868094,11658.6,11932.92,0.0,0.0,21135.14908151887,20240.233949796093,0,0,-3.2623036297855714,0.0,0.0
868094,11932.92,12085.32,0.0,0.0,20240.233949796093,19735.8037831942,0,0,-3.3099092296712325,0.0,0.0
8681aa,11369.04,11498.58,215.64722256141508,211.10740812827535,22202.6491298311,21753.635163476523,331.5723861373352,326.49335898816526,-3.4662186687863294,-0.039208176232591894,0.00046938459051312553
8681aa,11498.58,11628.12,211.10740812827535,214.5091332637898,21753.635163476523,21288.10221524345,326.49335898816526,333.81224109225366,-3.5937389858967985,0.05649901269174273,0.0005366904466804534
8681aa,11628.12,11795.76,214.5091332637898,212.01820192395516,21288.10221524345,20757.55691751079,333.81224109225366,332.3248430010875,-3.1647894162053345,-0.008872572722298659,0.0004311333526090482
8681aa,11826.24,10965.18,214.78888383352478,0.0,20707.72363948738,23581.750328725746,336.89910830527657,0,-3.3377774942958305,0.39126089738842446,0.0019292918444047558
8681aa,10965.18,11231.880000000001,0.0,0.0,23581.750328725746,22688.181593152025,0,0,-3.350463950407643,0.0,0.0
868ee4,11498.58,11506.2,213.1557825273825,214.23247622247737,21727.507176299187,21753.635163476523,329.77459569418164,331.3265099807765,3.428869708311551,0.20366329220402915,3.8577348660138484
868ee4,11506.2,11513.82,213.1557825273825,213.9588618485734,21727.507176299187,21753.635163476523,329.77459569418164,330.90334493509954,3.4288697083123694,0.14812982164278857,2.217273945599872
868ee4,11513.82,11521.44,213.9588618485734,213.42056315715374,21727.507176299187,21753.635163476523,331.01704455161325,330.07082584228897,3.428869708311551,-0.12417568363834453,0.24701281367115543
86960c,11163.300000000001,11582.400000000001,0.0,0.0,23017.754412553568,21545.487853334434,0,0,-3.5129242644216943,0.0,0.0
86960c,12031.980000000001,12176.76,210.42171663431387,212.44986603881893,20070.674061940717,19617.56616111768,333.0104087567993,338.4219334069801,-3.12963047950712,0.037377570452969,6.205469598057837e-05
86960c,12176.76,12268.2,212.44986603881893,209.64341854434363,19617.56616111768,19336.67791834498,338.4219334069801,335.33097242343223,-3.071831176429339,-0.03380316036250921,0.0003734612087619322
86960c,12268.2,12374.880000000001,209.64341854434363,206.9433810580642,19336.67791834498,18991.216524542946,335.33097242343223,332.7223457694467,-3.238295779921568,-0.024452818278829506,0.0003345734092127408
86960c,12374.880000000001,12435.84,206.9433810580642,208.16340590056762,18991.216524542946,18809.501118993325,332.7223457694467,335.60499067555276,-2.9808957603284747,0.04728748205554637,0.00029299405752534607
86960c,12443.460000000001,11910.060000000001,207.92612633107439,0.0,18809.501118993325,20460.34605868518,335.2224440537641,0,-3.094947393498043,0.6284635246602256,0.0050977216142796085
86ce8e,10797.54,10957.560000000001,217.8574907708014,215.57223765388903,24350.912263672468,23779.246206510674,326.24296082903714,325.0204657179434,-3.572466298973831,-0.00763963948939965,3.368806047850744e-05
86ce8e,10957.560000000001,11193.78,215.57223765388903,212.08124695885283,23779.246206510674,22824.92621370192,325.0204657179434,323.5230021058857,-4.039962716149162,-0.006339275302928161,0.00012562974614994276
86ce8e,11193.78,11414.76,212.08124695885283,214.5648342481085,22824.92621370192,22175.981838253956,323.5230021058857,330.0214975741472,-2.9366656505021567,0.02940761819287483,0.00038914450597235084
86ce8e,11414.76,11574.78,214.5648342481085,213.03801565268236,22175.981838253956,21597.33721664628,330.0214975741472,330.1590329658811,-3.6160768754385386,0.0008594887622418044,0.0002784159225510354
86ce8e,11574.78,11727.18,213.03801565268236,213.03801565268236,21597.33721664628,21084.40930687049,330.1590329658811,332.435331769525,-3.3656686993162146,0.014936343855931117,5.644552017334168e-07
86ce8e,11727.18,11841.480000000001,213.03801565268236,211.26639743223734,21084.40930687049,20707.72363948738,332.435331769525,331.37404338370925,-3.295587641147036,-0.009285112736795813,0.0007050830772630294
86ce8e,11841.480000000001,11932.92,211.26639743223734,211.0329631290733,20707.72363948738,20386.710664864404,331.37404338370925,332.4895128175608,-3.5106405798663656,0.012198922067493156,0.0008783591405357519
86ce8e,11932.92,12085.32,211.0329631290733,209.0560844381201,20386.710664864404,19902.534639661033,332.4895128175608,331.6457665019825,-3.1770080393922053,-0.005536393146839257,0.00041247308506961694
86ce8e,12085.32,12230.1,209.0560844381201,208.8363402552302,19902.534639661033,19429.857596673846,331.6457665019825,333.5813108932839,-3.2647951580825016,0.013368865805369407,0.0006541690754615292
86ce8e,12230.1,12374.880000000001,208.8363402552302,207.31757984704618,19429.857596673846,18968.406439786704,333.5813108932839,333.4385117280216,-3.1872576107690294,-0.0009863183123519621,8.715118579389852e-05
86ce8e,12428.220000000001,12435.84,207.31757984704618,207.31757984704618,18832.120115275844,18809.501118993325,334.1265267577868,334.2413338715283,-2.9683722155541004,0.015066550359779688,0.01989418638551037
86ce8e,12435.84,10325.1,207.31757984704618,0.0,18809.501118993325,26133.035854351347,334.2413338715283,0,-3.4696526978017297,0.1583526790943121,0.00029611501184503733
86ce8e,10325.1,10469.880000000001,0.0,0.0,26133.035854351347,25617.720458864726,0,0,-3.559299595846241,0.0,0.0
86ce8e,10469.880000000001,10637.52,0.0,0.0,25617.720458864726,24992.54662737164,0,0,-3.729264086692237,0.0,0.0
86cee7,11254.74,11338.560000000001,215.3476013562637,220.01412660328214,22797.511513815964,22444.102461596605,328.6185946345141,337.24246604417414,-4.216285519200094,0.1028856049828186,0.0054176674315834705
86cee7,11430.0,11460.480000000001,209.83808065324175,217.97224320008453,22202.6491298311,22016.649367877544,322.64043226830324,335.95420105646116,-6.102354394801463,0.4368034379316703,0.049773250086939926
86cee7,11460.480000000001,11574.78,217.97224320008453,213.35920455381745,22016.649367877544,21623.308670494273,335.95420105646116,330.5432246656745,-3.441300939486213,-0.04734012590364585,0.0004197759821578715
86cee7,11643.36,11696.7,209.83808065324175,212.8138241231908,21442.162256755906,21211.48778331644,325.87089860113974,331.5155505321601,-4.324605801264836,0.10582399570716784,0.007497265301490382
86cee7,11696.7,11841.480000000001,212.8138241231908,214.23247622247737,21211.48778331644,20732.625305994003,331.5155505321601,335.9109556089103,-3.307518146998441,0.030359200695884613,0.0008279847574899346
