hex,z1,z2,t1,t2,p1,p2,theta1,theta2,dpdz,dtdz,dvdz_square
86cee7,11849.1,10759.44,212.01820192395516,0.0,20707.72363948738,24495.553401372963,332.5532583335665,0,-3.4761574820453935,0.30518992927478894,0.0011468838461622533
86cee7,11247.12,11254.74,0.0,0.0,22824.92621370192,22797.511513815964,0,0,-3.597729643826966,0.0,0.0
86d1f3,10949.94,11148.060000000001,218.7663712871304,216.77306622150462,23750.9507983611,23100.89295505318,329.9485722232739,329.54613368241576,-3.281131855985858,-0.0020312868002127747,0.000115312211830325
86d1f3,11148.060000000001,11376.66,216.77306622150462,220.76879903040196,23100.89295505318,22309.63936428102,329.54613368241576,338.98102028909943,-3.461301796903599,0.04127246984551066,8.103967056529693e-05
86d1f3,11376.66,11620.5,220.76879903040196,213.9588618485734,22309.63936428102,21442.162256755906,338.98102028909943,332.27032175103244,-3.557566877973733,-0.027520909358870523,0.00019189067058562656
86d1f3,11620.5,11902.44,213.9588618485734,212.01820192395516,21442.162256755906,20509.584020874958,332.27032175103244,333.46849069970614,-3.307718790809912,0.0042497302570536095,0.00012623732469156358
86d1f3,11902.44,12108.18,212.01820192395516,209.3898176580219,20509.584020874958,19807.088146220434,333.46849069970614,332.63198147808055,-3.4144836913314096,-0.004065856039786095,0.0006288188815882569
86d1f3,12108.18,12214.86,209.3898176580219,209.64341854434363,19807.088146220434,19500.036903160904,332.63198147808055,334.5255330513866,-2.878245622980213,0.01774982727133544,0.000416099358660137
86d1f3,12214.86,12329.16,209.64341854434363,207.17991420467305,19500.036903160904,19128.654215162835,334.5255330513866,332.4167356623532,-3.249192370936764,-0.01844967094517458,0.0052460366087208
86d1f3,12329.16,12412.980000000001,207.17991420467305,207.17991420467305,19128.654215162835,18832.120115275844,332.4167356623532,333.9046558340863,-3.537748745967373,0.017751374036424766,0.0843895139956264
86d1f3,12412.980000000001,12435.84,207.17991420467305,207.17991420467305,18832.120115275844,18809.501118993325,333.9046558340863,334.0193867121556,-0.9894574051846213,0.0050188485594613854,0.008505101927845298
86d1f3,12435.84,10645.140000000001,207.17991420467305,0.0,18809.501118993325,24816.21365060295,334.0193867121556,0,-3.354393550907259,0.1865300646183927,0.000483651465656088
86d1f3,10645.140000000001,10828.02,0.0,0.0,24816.21365060295,24235.69799250037,0,0,-3.1742982179712538,0.0,0.0
86d200,11262.36,11125.2,0.0,211.26639743223734,22797.511513815964,23212.2116512507,0,320.73365137670265,-3.023477234140676,-2.3383905757998176,0.06788878062999548
86d200,11247.12,10904.220000000001,0.0,0.0,22824.92621370192,23949.592465909096,0,0,-3.2798665856143945,-0.0,0.012945168485260752
86d200,10904.220000000001,10988.04,0.0,0.0,23949.592465909096,23638.041670808187,0,0,-3.716902828691369,0.0,0.008588199646877652
86d200,10988.04,11049.0,0.0,0.0,23638.041670808187,23492.860900627278,0,0,-2.3815743139913144,0.0,0.012720628127220898
86d2ee,10012.68,10401.300000000001,222.86020261594606,220.6699436419487,27442.235359420953,25889.49913354802,322.52545974569614,324.71746443077507,-3.9955129068831514,0.005640483467343222,0.00019141390137902706
86d2ee,10401.300000000001,10759.44,220.6699436419487,218.79589740259925,25889.49913354802,24495.553401372963,324.71746443077507,327.0940154995566,-3.89218108051337,0.006635815794888907,0.00010587045202947169
86d2ee,10759.44,10980.42,218.79589740259925,217.95246574806342,24495.553401372963,23666.228117145485,327.0940154995566,329.05698417418057,-3.752942728878086,0.008883015090161997,0.00013550270035898092
86d2ee,10980.42,11132.82,217.95246574806342,217.67710784268527,23666.228117145485,23184.331788238196,329.05698417418057,330.5796077050236,-3.162049402278807,0.009990968050151077,0.00013252580200432532
86d2ee,11132.82,11269.980000000001,217.67710784268527,215.32911975643046,23184.331788238196,22688.181593152025,330.5796077050236,329.0422442010979,-3.6173096754605214,-0.011208541148481124,0.00014057834132789285
86d2ee,11269.980000000001,11399.52,215.32911975643046,215.07177992909462,22688.181593152025,22229.34848963617,329.0422442010979,330.57401718838804,-3.5420187086294477,0.011824710416011663,0.0002429276906440719
86d2ee,11399.52,11513.82,215.07177992909462,214.8170310264487,22229.34848963617,21832.207794374586,330.57401718838804,331.8883358488643,-3.474546765193228,0.011498850922802001,0.00022430604831603524
86d2ee,11513.82,11597.640000000001,214.8170310264487,212.31688599939892,21832.207794374586,21545.487853334434,331.8883358488643,329.2676094577981,-3.420662622764812,-0.031266122537177046,0.00028176878824211676
86d2ee,11597.640000000001,11811.0,212.31688599939892,212.08124695885283,21545.487853334434,20807.510119657276,329.2676094577981,332.19533570410425,-3.458838271827722,0.013722001529369122,0.00015144674070215915
86d2ee,11811.0,12100.560000000001,212.08124695885283,208.8363402552302,20807.510119657276,19830.906771196856,332.19533570410425,331.6387873368813,-3.3727149760340347,-0.001922048512304677,0.0001769286637122917
86d2ee,12100.560000000001,12268.2,208.8363402552302,203.66945571559134,19830.906771196856,19336.67791834498,331.6387873368813,325.77543865806757,-2.9481558867327506,-0.03497583320695393,0.0002637689524066735
86d2ee,12268.2,12390.12,203.66945571559134,205.7901129513354,19336.67791834498,18945.623751904477,325.77543865806757,331.0955422143628,-3.2074652759227567,0.0436360199827365,0.0013807038739110755
86d2ee,12390.12,12428.220000000001,205.7901129513354,207.31757984704618,18945.623751904477,18832.120115275844,331.0955422143628,334.1265267577868,-2.97909807424231,0.07955340008986757,8.234544402739859e-05
86d2ee,12435.84,9715.5,205.3845593519224,0.0,18832.120115275844,28704.99592764409,331.01114491383595,0,-3.629280094535332,0.12168006385739868,0.00019149203189353675
86d5be,12412.980000000001,11963.400000000001,211.0329631290733,0.0,18809.501118993325,20215.923687665992,340.23134525862304,0,-3.1283032356258462,0.7567759803786269,0.008397527201289437
86d5be,12420.6,12146.28,0.0,0.0,18809.501118993325,19617.56616111768,0,0,-2.94570225329672,-0.0,0.017193761096725883
86d5be,12146.28,12321.54,0.0,0.0,19617.56616111768,19082.73149181413,0,0,-3.051664209195187,0.0,0.0010185669284155192
86dd6e,10187.94,10728.960000000001,229.81230868724822,217.1348067780745,26781.1579578133,24640.88946896039,334.91301658405905,324.06226956350616,-3.9559877432496133,-0.020056092234211082,0.00041794781371078376
86dd6e,10728.960000000001,11155.68,217.1348067780745,216.65609707957793,24640.88946896039,23128.67248033499,324.06226956350616,329.25517972722474,-3.5438155901420223,0.012169362025962194,4.448692304868766e-06
86dd6e,11155.68,11391.900000000001,216.65609707957793,213.22170869493934,23128.67248033499,22282.843568228524,329.25517972722474,327.50528021261766,-3.580682889283135,-0.007407922761015456,0.000346871579532759
86dd6e,11391.900000000001,11612.880000000001,213.22170869493934,214.80829232144796,22282.843568228524,21519.609868982345,327.50528021261766,333.2458247959499,-3.4538587168349184,0.025977665776686736,2.4387654989282408e-05
86dd6e,11612.880000000001,11871.960000000001,214.80829232144796,210.42171663431387,21519.609868982345,20658.00999768169,333.2458247959499,330.2760019522531,-3.325613213295723,-0.011462956784378423,0.00034127188734345303
86dd6e,11871.960000000001,12153.900000000001,210.42171663431387,205.26777115619925,20658.00999768169,19712.099385087557,330.2760019522531,326.53219603547166,-3.3550067836920294,-0.013278732768608434,3.5597855924720475e-05
86dd6e,12153.900000000001,12344.400000000001,205.26777115619925,205.68797119192013,19712.099385087557,19105.67905591714,326.53219603547166,330.1363349519609,-3.1833088145428765,0.01891936439101975,5.46115907974864e-05
86dd6e,12458.7,12443.460000000001,205.99592569082986,0.0,18809.501118993325,18832.120115275844,332.1105379765709,0,-1.484186107776873,21.79203005095641,4.786801773196034
86dd6e,12443.460000000001,12451.08,0.0,0.0,18832.120115275844,18809.501118993325,0,0,-2.9683722155541004,0.0,0.0
86dd6e,12458.7,9547.86,0.0,0.0,18809.501118993325,29437.817550379106,0,0,-3.651288436116647,-0.0,0.0
86dd6e,9547.86,9852.66,0.0,0.0,29437.817550379106,28181.37083568735,0,0,-4.122200507518894,0.0,0.0
86e7e6,12458.7,12237.720000000001,207.96246275921624,0.0,18809.501118993325,19220.831467851203,335.28102633231094,0,-1.8613917497415122,1.5172460237682668,0.026260994612158375
86e808,12428.220000000001,12382.5,209.3123591115069,0.0,18809.501118993325,18922.868427990266,337.4573548313742,0,-2.4795999343162443,7.380957017308958,0.581147835820162
86e808,12382.5,12405.36,0.0,0.0,18922.868427990266,18832.120115275844,0,0,-3.969742463447946,0.0,0.0
86e808,12405.36,12412.980000000001,0.0,0.0,18832.120115275844,18809.501118993325,0,0,-2.9683722155533916,0.0,0.0
86ef4a,12009.12,12070.08,0.0,0.0,20215.923687665992,19854.75403879312,0,0,-5.9246989644501165,0.0,0.0
86ef4a,12070.08,12169.140000000001,0.0,0.0,19854.75403879312,19688.423458002195,0,0,-1.6790892468294116,0.0,0.16499019930658318
86ef4a,12169.140000000001,12184.380000000001,0.0,0.0,19688.423458002195,19429.857596673846,0,0,-16.96626386668978,0.0,0.0011423158265773765
86efb0,12809.220000000001,12992.1,209.0560844381201,209.0560844381201,17648.77369280773,17064.762765144118,343.2372503264644,346.5548666143141,-3.193410584337341,0.018140946455871235,0.00038112831093466284
86efb0,12992.1,13121.640000000001,209.0560844381201,209.50217636511357,17064.762765144118,16780.04478077192,346.5548666143141,348.9687379420498,-2.1979155810729893,0.01863417730226717,0.000819125840083516
86efb0,13121.640000000001,13167.36,209.50217636511357,211.50218580388258,16780.04478077192,16639.47217087556,348.9687379420498,353.14839832285276,-3.0746415112940184,0.09141864349962824,0.0009220082782231272
86efb0,13167.36,13220.7,211.50218580388258,209.27801886971872,16639.47217087556,16480.259177344855,353.14839832285276,350.396365499982,-2.9848705198857384,-0.05159416615805711,0.0017615064980479904
872841,10645.140000000001,10652.76,223.0779078561951,223.0779078561951,24963.087554648995,24933.656606617373,331.69796396466376,331.80983722817774,-3.8623291380087044,0.014681530644881879,0.05572766634909951
899058,11468.1,11483.34,0.0,0.0,21753.635163476523,21727.507176299187,0,0,-1.7144348541559802,0.0,0.0
899058,11483.34,11490.960000000001,0.0,0.0,21727.507176299187,21701.410571082095,0,0,-3.424751340825305,0.0,0.0
899058,11490.960000000001,11506.2,0.0,0.0,21701.410571082095,21727.507176299187,0,0,1.7123756704128568,0.0,0.0
ac01fc,11231.880000000001,11597.640000000001,213.03801565268236,213.03801565268236,22770.129741342906,21442.162256755906,325.20589020688163,330.8402811387933,-3.630707252261042,0.015404612127929889,1.1789485465501703e-08
ac01fc,11597.640000000001,11803.380000000001,213.03801565268236,211.0329631290733,21442.162256755906,20757.55691751079,330.8402811387933,330.78054480000606,-3.3275266804953745,-0.0002903486866298139,7.363477642884417e-05
ac01fc,11826.24,11209.02,209.27801886971872,0.0,20707.72363948738,22797.511513815964,328.2552462060813,0,-3.3858071260305658,0.5318285962964286,0.002893629119987222
