time,little,alt,latlon,u,t
2022-10-27T19:00,888,92,232,20,351
2022-10-27T20:00,673,78,217,13,321
2022-10-27T21:00,210,21,83,11,127
2022-10-27T22:00,153,13,53,10,102
2022-10-27T23:00,48,9,12,3,69
2022-10-28T00:00,43,11,12,4,67
2022-10-28T01:00,55,5,20,0,49
2022-10-28T02:00,20,5,4,0,23
2022-10-28T03:00,6,3,6,0,18
2022-10-28T04:00,46,4,26,13,70
2022-10-28T05:00,95,7,40,5,8
2022-10-28T06:00,60,9,38,1,48
2022-10-28T07:00,358,47,131,9,264
2022-10-28T08:00,1074,104,295,12,291
2022-10-28T09:00,979,88,308,38,524
2022-10-28T10:00,1078,101,241,9,361
2022-10-28T11:00,941,67,306,16,256
2022-10-28T12:00,1041,87,326,35,376
2022-10-28T13:00,781,64,192,16,294
2022-10-28T14:00,1024,94,285,19,389
2022-10-28T15:00,829,91,307,16,316
2022-10-28T16:00,836,75,220,19,357
2022-10-28T17:00,700,87,235,8,263
2022-10-28T18:00,902,84,245,6,292
2022-10-28T19:00,813,72,192,19,369
2022-10-28T20:00,687,73,208,7,228
2022-10-28T21:00,293,19,84,9,232
2022-10-28T22:00,163,18,35,12,124
2022-10-28T23:00,80,17,53,4,118
2022-10-29T00:00,40,4,9,5,20
2022-10-29T01:00,30,0,10,1,36
2022-10-29T02:00,0,0,0,0,0
2022-10-29T03:00,18,9,6,0,34
2022-10-29T04:00,49,7,23,19,61
2022-10-29T05:00,38,0,5,2,56
2022-10-29T06:00,69,8,46,2,34
2022-10-29T07:00,319,35,112,4,249
2022-10-29T08:00,928,65,183,10,297
2022-10-29T09:00,772,88,312,32,391
2022-10-29T10:00,1055,69,249,10,426
2022-10-29T11:00,811,55,251,7,314
2022-10-29T12:00,908,43,273,10,320
2022-10-29T13:00,914,78,257,33,315
2022-10-29T14:00,894,81,223,9,398
2022-10-29T15:00,605,71,162,15,309
2022-10-29T16:00,742,51,204,14,274
2022-10-29T17:00,773,64,230,21,440
2022-10-29T18:00,856,71,249,6,335
2022-10-29T19:00,742,76,200,10,361
2022-10-29T20:00,630,50,184,5,307
2022-10-29T21:00,174,15,82,14,142
2022-10-29T22:00,116,7,36,5,149
2022-10-29T23:00,81,11,39,1,101
2022-10-30T00:00,21,6,22,2,9
2022-10-30T01:00,19,2,7,0,0
2022-10-30T02:00,12,2,17,4,19
2022-10-30T03:00,78,11,56,22,72
2022-10-30T04:00,114,14,46,16,147
2022-10-30T05:00,38,9,22,3,1
2022-10-30T06:00,63,7,24,1,55
2022-10-30T07:00,394,33,118,12,274
2022-10-30T08:00,864,86,245,15,414
2022-10-30T09:00,721,64,266,31,426
2022-10-30T10:00,832,73,295,12,427
2022-10-30T11:00,698,64,234,11,270
2022-10-30T12:00,769,45,222,13,379
2022-10-30T13:00,872,56,255,20,470
2022-10-30T14:00,822,54,186,10,294
2022-10-30T15:00,686,74,203,12,381
2022-10-30T16:00,659,44,175,15,359
2022-10-30T17:00,778,66,271,14,356
2022-10-30T18:00,772,56,240,13,372
2022-10-30T19:00,753,68,187,8,402
2022-10-30T20:00,601,47,182,8,296
2022-10-30T21:00,131,16,48,3,204
2022-10-30T22:00,171,12,35,16,223
2022-10-30T23:00,109,11,27,6,92
2022-10-31T00:00,54,3,10,2,44
2022-10-31T01:00,0,0,0,0,0
2022-10-31T02:00,0,0,1,0,5
2022-10-31T03:00,52,5,37,4,76
2022-10-31T04:00,56,1,17,2,55
2022-10-31T05:00,23,1,24,0,7
2022-10-31T06:00,20,4,4,0,40
2022-10-31T07:00,337,34,77,5,264
2022-10-31T08:00,866,52,187,3,370
2022-10-31T09:00,839,67,325,17,476
2022-10-31T10:00,867,70,289,14,340
2022-10-31T11:00,780,81,287,30,394
2022-10-31T12:00,761,81,218,10,290
2022-10-31T13:00,812,61,231,15,377
2022-10-31T14:00,809,88,290,27,484
2022-10-31T15:00,731,98,331,41,372
2022-10-31T16:00,746,62,343,23,375
2022-10-31T17:00,791,103,319,16,380
2022-10-31T18:00,674,80,181,12,284
2022-10-31T19:00,813,61,246,12,419
2022-10-31T20:00,591,39,206,3,328
2022-10-31T21:00,249,37,129,16,232
2022-10-31T22:00,145,20,51,12,219
2022-10-31T23:00,73,10,19,1,92
2022-11-01T00:00,28,1,11,0,34
2022-11-01T01:00,22,0,7,0,0
2022-11-01T02:00,21,3,10,0,5
2022-11-01T03:00,67,8,21,6,152
2022-11-01T04:00,81,4,30,12,76
2022-11-01T05:00,53,9,40,5,15
2022-11-01T06:00,43,6,7,2,62
2022-11-01T07:00,355,44,114,8,292
2022-11-01T08:00,883,86,275,11,428
2022-11-01T09:00,875,103,311,21,585
2022-11-01T10:00,954,101,345,19,420
2022-11-01T11:00,753,78,268,24,433
2022-11-01T12:00,745,88,251,33,399
2022-11-01T13:00,781,54,240,19,431
2022-11-01T14:00,854,92,257,26,502
2022-11-01T15:00,675,92,292,24,396
2022-11-01T16:00,809,79,300,10,445
2022-11-01T17:00,743,72,248,10,311
2022-11-01T18:00,654,67,178,18,313
2022-11-01T19:00,818,91,244,12,446
2022-11-01T20:00,643,63,156,4,402
2022-11-01T21:00,290,18,73,15,276
2022-11-01T22:00,87,6,39,0,97
2022-11-01T23:00,69,15,13,0,61
2022-11-02T00:00,36,3,22,7,30
2022-11-02T01:00,17,0,2,0,11
2022-11-02T02:00,28,9,13,0,16
2022-11-02T03:00,34,8,29,8,50
2022-11-02T04:00,49,11,11,6,63
2022-11-02T05:00,67,14,16,0,32
2022-11-02T06:00,34,6,27,4,44
2022-11-02T07:00,247,21,74,3,177
2022-11-02T08:00,731,72,220,11,351
2022-11-02T09:00,860,86,248,13,382
2022-11-02T10:00,820,77,257,26,406
2022-11-02T11:00,661,57,246,19,274
2022-11-02T12:00,693,83,305,20,306
2022-11-02T13:00,793,41,283,24,443
2022-11-02T14:00,823,83,212,10,225
2022-11-02T15:00,697,87,264,16,250
2022-11-02T16:00,772,66,305,26,413
2022-11-02T17:00,832,67,279,35,268
2022-11-02T18:00,656,35,170,16,255
2022-11-02T19:00,665,81,134,9,322
2022-11-02T20:00,674,76,199,9,313
2022-11-02T21:00,240,40,85,21,129
2022-11-02T22:00,194,18,81,17,257
2022-11-02T23:00,111,13,38,11,125
2022-11-03T00:00,54,4,6,1,28
2022-11-03T01:00,32,0,9,6,9
2022-11-03T02:00,70,9,35,9,42
2022-11-03T03:00,96,28,45,8,39
2022-11-03T04:00,69,8,55,13,115
2022-11-03T05:00,73,9,36,16,29
2022-11-03T06:00,74,17,34,8,23
2022-11-03T07:00,343,51,111,8,214
2022-11-03T08:00,806,58,216,6,372
2022-11-03T09:00,813,71,246,22,407
2022-11-03T10:00,975,93,288,17,339
2022-11-03T11:00,742,67,298,18,225
2022-11-03T12:00,778,57,192,16,367
2022-11-03T13:00,964,58,224,25,413
2022-11-03T14:00,792,69,223,12,273
2022-11-03T15:00,747,74,325,14,255
2022-11-03T16:00,838,98,365,10,401
2022-11-03T17:00,653,40,163,10,239
2022-11-03T18:00,723,61,130,9,270
2022-11-03T19:00,726,85,200,23,411
2022-11-03T20:00,663,53,168,10,362
2022-11-03T21:00,274,33,126,7,246
2022-11-03T22:00,160,12,82,11,254
2022-11-03T23:00,104,16,19,7,97
2022-11-04T00:00,55,1,18,4,97
2022-11-04T01:00,38,0,17,5,54
2022-11-04T02:00,56,4,14,0,79
2022-11-04T03:00,90,11,80,8,89
2022-11-04T04:00,43,3,10,4,73
2022-11-04T05:00,85,11,55,12,11
2022-11-04T06:00,34,5,24,0,79
2022-11-04T07:00,363,38,115,9,291
2022-11-04T08:00,844,102,254,22,397
2022-11-04T09:00,797,82,286,24,475
2022-11-04T10:00,1011,95,306,27,479
2022-11-04T11:00,906,90,313,20,337
2022-11-04T12:00,652,87,271,24,420
2022-11-04T13:00,870,67,267,16,300
2022-11-04T14:00,779,88,275,18,454
2022-11-04T15:00,870,105,248,15,360
2022-11-04T16:00,797,70,263,19,561
2022-11-04T17:00,1017,135,333,14,367
2022-11-04T18:00,775,47,194,7,390
2022-11-04T19:00,799,67,316,18,530
2022-11-04T20:00,649,61,200,18,384
2022-11-04T21:00,288,28,94,4,243
2022-11-04T22:00,178,32,104,20,164
2022-11-04T23:00,93,13,19,11,110
2022-11-05T00:00,79,14,47,0,76
2022-11-05T01:00,28,2,12,2,29
2022-11-05T02:00,19,4,13,0,24
2022-11-05T03:00,32,1,4,3,68
2022-11-05T04:00,111,14,50,10,155
2022-11-05T05:00,49,0,14,2,40
2022-11-05T06:00,77,21,32,20,65
2022-11-05T07:00,302,54,115,4,253
2022-11-05T08:00,857,75,333,27,501
2022-11-05T09:00,769,88,304,27,458
2022-11-05T10:00,1010,86,286,16,464
2022-11-05T11:00,901,66,285,23,330
2022-11-05T12:00,721,65,223,11,413
2022-11-05T13:00,899,67,264,16,509
2022-11-05T14:00,862,92,230,23,436
2022-11-05T15:00,747,83,204,10,373
2022-11-05T16:00,703,69,208,11,508
2022-11-05T17:00,742,100,215,12,415
2022-11-05T18:00,736,85,232,19,316
2022-11-05T19:00,724,46,171,9,561
2022-11-05T20:00,637,68,138,6,356
2022-11-05T21:00,224,26,60,4,278
2022-11-05T22:00,161,17,58,3,210
2022-11-05T23:00,145,16,57,3,158
